Case ID,Study ID,Authors,Year,Journal,Journal IF,Source of data,Biome,Plant species,Plant type,Duration,Inductor organism,Inductor species,Inductor order,Weeks after induction,Herbivore stage inductor,Herbivore guild inductor,Herbivore specialization inductor,Pathway,Type of study,Type of interaction,Tissue induced,Tissue consumed,Insect response type,Organism,Herbivore species,Order,Herbivore stage,Herbivore guild,Herbivore specialization,Consp.heterosp,Mult.comp,M.control,SD.control,N.control,M.treatment,SD.treatment,N.treatment,Author,notes
68,8,Erb et al,2011,Journal of Ecology,6.18,figure 1,tropical,Zea mays,herbaceous,annual,herbivore,Spodoptera frugiperda,Lepidoptera,8,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,abundance,herbivore,Diabrotica virgifera,Coleoptera,adult,chewer,specialist,H,68,1.895,0.882,8,1.066,0.434,8,Erb,
69,9,Davila Oliva et al,2016,New Phytologist,7.21,figure 5,temperate,Arabidopsis thaliana,herbaceous,annual,necrotrophic pathogen,Botrytis cinerea,Helotiales,0.14,NA,NA,generalist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Pieris rapae,Lepidoptera,young,chewer,specialist,H,69,16.402,2.439,16,16.098,1.768,18,Davila,
70,10,Fuchs et al ,2017,Oecologia,2.902,Table 1,temperate,Lolium perenne,herbaceous,perennial,endophyte,Epichloë festucae,Hypocreales,14,NA,NA,generalist,JA_JA,field,local,leaves,leaves,abundance,herbivore,Rhopalosiphum padi,Hemiptera,adult,piercing-sucking,generalist,H,70,1908,207,40,2132,269,40,Fuchs,
71,11,Clark et al ,2011,Ecological Entomology,1.687,figure 3,temperate,Rubus ideaus,woody,perennial,herbivore,Otiorhynchus sulcatus,Coleoptera,4,young,chewer,generalist,JA_JA,controlled,local,roots,roots,mass,herbivore,Otiorhynchus sulcatus,Coleoptera,young,chewer,generalist,H,71,10.553,0.34,25,13.106,0.383,25,Clark,
72,12,Agrawal ,2004,Ecology,4.733,figure 3,temperate,Asclepias syriaca,herbaceous,perennial,herbivore,Tetraopes tetraophthalmus,Coleoptera,NA,young,chewer,specialist,JA_JA,field,distant,roots,leaves,abundance,herbivore,Liriomyza asclepiadis,Diptera,young,miner,specialist,H,72,8.224,0.857,35,7.735,0.857,35,Agrawal,
73,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Psylliodes Affinis,Coleoptera,8,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,eggs,herbivore,Plagiometriona clavata,Coleoptera,adult,chewer,specialist,H,73-74-75-76,1.15,0.26,38,0.45,0.11,38,Viswanathan,
74,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Psylliodes Affinis,Coleoptera,6,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,eggs,herbivore,Plagiometriona clavata,Coleoptera,adult,chewer,specialist,H,73-74-75-76,1.15,0.26,38,0.35,0.1,38,Viswanathan,
75,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Plagiometriona clavata,Coleoptera,8,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,eggs,herbivore,Plagiometriona clavata,Coleoptera,adult,chewer,specialist,C,73-74-75-76,1.15,0.26,38,1.15,0.18,38,Viswanathan,
76,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Plagiometriona clavata,Coleoptera,6,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,eggs,herbivore,Plagiometriona clavata,Coleoptera,adult,chewer,specialist,C,73-74-75-76,1.15,0.26,38,1.17,0.21,38,Viswanathan,
77,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Psylliodes Affinis,Coleoptera,8,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,abundance,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,C,77-78-79-80,0.17,0.05,38,0.06,0.02,38,Viswanathan,
78,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Psylliodes Affinis,Coleoptera,6,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,abundance,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,C,77-78-79-80,0.17,0.05,38,0.05,0.02,38,Viswanathan,
79,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Plagiometriona clavata,Coleoptera,8,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,abundance,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,H,77-78-79-80,0.17,0.05,38,0.21,0.05,38,Viswanathan,
80,13,Viswanathan et al,2007,Oikos,3.586,table 2,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Plagiometriona clavata,Coleoptera,6,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,abundance,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,H,77-78-79-80,0.17,0.05,38,0.23,0.06,38,Viswanathan,
81,14,Viswanathan et al,2005,Ecology,4.733,figure 3,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Psylliodes Affinis,Coleoptera,NA,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,C,81-82-83,35.287,1.795,50,24.872,1.667,50,Viswanathan,
82,14,Viswanathan et al,2005,Ecology,4.733,figure 3,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Plagiometriona clavata,Coleoptera,NA,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,H,81-82-83,35.287,1.795,50,41.026,3.462,50,Viswanathan,
83,14,Viswanathan et al,2005,Ecology,4.733,figure 3,temperate,Solanum dulcamara,herbaceous,perennial,herbivore,Lema trilinea,Coleoptera,NA,adult,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Psylliodes Affinis,Coleoptera,adult,chewer,specialist,H,81-82-83,35.287,1.795,50,33.846,2.179,50,Viswanathan,
84,15,Agrawal ,1999,Ecology,5.733,figure 3,temperate,Raphanus raphanistrum,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,1.5,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Spodoptera exigua,Lepidoptera,young,chewer,generalist,H,84,3.208,0.115,9,1.75,0.281,8,Agrawal,
85,15,Agrawal ,1999,Ecology,5.733,figure 6,temperate,Raphanus raphanistrum,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,2,young,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Trimerotropis Suffusa,Orthoptera,adult,chewer,generalist,H,85,14.332,3.299,14,4.265,1.536,14,Agrawal,
86,15,Agrawal ,1999,Ecology,5.733,figure 6,temperate,Raphanus raphanistrum,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,4,young,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Trimerotropis Suffusa,Orthoptera,adult,chewer,generalist,H,86,9.156,1.82,14,4.322,1.365,14,Agrawal,
87,15,Agrawal ,1999,Ecology,5.733,figure 6,temperate,Raphanus raphanistrum,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,6,young,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Trimerotropis Suffusa,Orthoptera,adult,chewer,generalist,H,87,11.943,3.242,14,3.412,1.365,14,Agrawal,
88,15,Agrawal ,1999,Ecology,5.733,figure 6,temperate,Raphanus sativus,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,2,young,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Trimerotropis Suffusa,Orthoptera,adult,chewer,generalist,H,88,5.972,2.161,50,1.251,0.512,50,Agrawal,
89,15,Agrawal ,1999,Ecology,5.733,figure 6,temperate,Raphanus sativus,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,4,young,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Trimerotropis Suffusa,Orthoptera,adult,chewer,generalist,H,89,7.223,1.763,50,2.957,1.024,50,Agrawal,
90,15,Agrawal ,1999,Ecology,5.733,figure 6,temperate,Raphanus sativus,herbaceous,annual,herbivore,Pieris rapae,Lepidoptera,6,young,chewer,specialist,JA_JA,field,local,leaves,leaves,damage,herbivore,Trimerotropis Suffusa,Orthoptera,adult,chewer,generalist,H,90,14.104,3.412,50,8.872,3.867,50,Agrawal,
91,16,Thaler et al ,2010,Ecology,5.733,figure 3,temperate,Solanum lycopersicum,herbaceous,annual,virus,tobacco mosaic virus,NA,1,NA,NA,specialist,SA_SA,field,local,leaves,leaves,abundance,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,91,7.5,1.556,60,2.5,1.167,60,Thaler,
92,17,Van Zandt and Agrawal,2004,Oikos,3.586,figure 3,temperate,Asclepias syriaca,herbaceous,perennial,herbivore,Labidomera clivicollis,Coleoptera,2,young,chewer,specialist,JA_JA,field,local,leaves,leaves,mass,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,H,92,2.081,0.106,35,1.722,0.106,35,Van,
93,17,Van Zandt and Agrawal,2004,Oikos,3.586,figure 3,temperate,Asclepias syriaca,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,C,93,7.907,0.373,56,6.11,0.373,56,Van,
94,17,Van Zandt and Agrawal,2004,Oikos,3.586,figure 4,temperate,Asclepias syriaca,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,C,94,2.377,0.124,67,2.031,0.092,67,Van,
95,18,Rasmann et al ,2015,Journal of Experimental Botany,5.677,figure 1,temperate,Arabidopsis thaliana,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,1,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Pieris rapae,Lepidoptera,young,chewer,specialist,H,95,0.765,0.047,21,0.651,0.044,21,Rasmann,
96,18,Rasmann et al ,2015,Journal of Experimental Botany,5.677,figure 1,temperate,Arabidopsis thaliana,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,1,young,chewer,generalist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Spodoptera littoralis,Lepidoptera,young,chewer,generalist,C,96,0.309,0.037,21,0.247,0.033,21,Rasmann,
97,19,Rasmann et al ,2009,Journal of Chemical Ecology,3.151,figure 1,temperate,Asclepias angustifolia,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,C,97,45.357,7.857,8,73.214,6.786,8,Rasmann,
98,19,Rasmann et al ,2009,Journal of Chemical Ecology,3.151,figure 1,temperate,Asclepias barjoniifolia,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,C,98,8.214,1.925,8,6.786,0.8,8,Rasmann,
99,19,Rasmann et al ,2009,Journal of Chemical Ecology,3.151,figure 1,temperate,Asclepias fascicularis,herbaceous,perennial,herbivore,Danaus plexippus,Lepidoptera,2,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,mass,herbivore,Danaus plexippus,Lepidoptera,young,chewer,specialist,C,99,47.143,7.143,8,14.643,2.5,8,Rasmann,
100,20,Poveda et al,2005,Oikos,3.586,figure 2,temperate,Sinapis arvensis,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,5,young,chewer,generalist,JA_SA,field,local,leaves,leaves,abundance,herbivore,Lipaphis erysimi/Brevicoryne brassicae,Hemiptera,adult,piercing-sucking,specialist,H,100,1.134,0.09,10,0.345,0.048,10,Poveda,
101,20,Poveda et al,2005,Oikos,3.586,figure 2,temperate,Sinapis arvensis,herbaceous,annual,herbivore,Agriotes sp,Coleoptera,5,young,chewer,generalist,JA_SA,field,distant,roots,leaves,abundance,herbivore,Lipaphis erysimi/Brevicoryne brassicae,Hemiptera,adult,piercing-sucking,specialist,H,101,0.436,0.129,10,0.863,0.175,10,Poveda,
102,21,Erb et al,2011,Journal of Plant Interactions,1.191,figure 2,tropical,Zea mays,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,1,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,weight,herbivore,Diabrotica virgifera,Coleoptera,young,chewer,specialist,H,102-103,5.885,0.923,24,1.885,0.5,24,Erb,
103,21,Erb et al,2011,Journal of Plant Interactions,1.191,figure 2,tropical,Zea mays,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,1,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,weight,herbivore,Diabrotica virgifera,Coleoptera,young,chewer,specialist,H,102-103,5.885,0.923,24,1.115,0.192,24,Erb,
104,21,Erb et al,2011,Journal of Plant Interactions,1.191,figure 2,tropical,Zea mays,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,1,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,weight,herbivore,Diabrotica virgifera,Coleoptera,young,chewer,specialist,H,104-105,2.692,0.385,24,1.269,0.423,24,Erb,
105,21,Erb et al,2011,Journal of Plant Interactions,1.191,figure 2,tropical,Zea mays,herbaceous,annual,herbivore,Spodoptera littoralis,Lepidoptera,1,young,chewer,generalist,JA_JA,controlled,distant,leaves,roots,weight,herbivore,Diabrotica virgifera,Coleoptera,young,chewer,specialist,H,104-105,2.692,0.385,24,0.962,0.346,24,Erb,
106,22,Wurst et al,2008,Journal of Chemical Ecology,3.151,figure 5,temperate,Plantago lanceolata,herbaceous,perennial,herbivore,Agriotes sp,Coleoptera,14,young,chewer,generalist,JA_JA,field,distant,roots,leaves,damage,herbivore,Several species,NA,adult,chewer,NA,H,106,0.313,0.088,6,2.313,0.85,6,Wurst,
107,22,Wurst et al,2008,Journal of Chemical Ecology,3.151,figure 5,temperate,Plantago lanceolata,herbaceous,perennial,herbivore,Agriotes sp,Coleoptera,14,young,chewer,generalist,JA_JA,field,distant,roots,leaves,damage,herbivore,Several species,NA,adult,chewer,NA,H,107,1.563,1.088,6,0.575,0.138,6,Wurst,
108,23,Wurst and Van der Putten,2007,Basic and Applied Ecology,2.06,figure 3,temperate,Plantago lanceolata,herbaceous,perennial,nematode,Pratylenchus penetrans,Tylenchida,6,NA,NA,generalist,JA_JA,controlled,distant,roots,shoot,abundance,herbivore,Myzus persicae,Hemiptera,adult,piercing-sucking,generalist,H,108,7.042,0.917,48,3.875,0.833,48,Wurst,
109,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,109,17.805,1.22,20,17.317,0.732,20,Gange,
110,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,developmental_time,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,110,18.049,0.976,20,17.561,1.463,20,Gange,
111,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,weight,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,111,0.753,0.028,20,0.921,0.028,20,Gange,
112,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,weight,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,112,0.642,0.014,20,0.795,0.014,20,Gange,
113,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,113,0.057,0.001,20,0.07,0.001,20,Gange,
114,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,growth,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,114,0.045,0.001,20,0.058,0.001,20,Gange,
115,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,115,28.364,1.636,20,36.545,1.636,20,Gange,
116,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,fecundity,herbivore,Aphis fabae,Hemiptera,young,piercing-sucking,generalist,H,116,22.909,1.091,20,34.909,1.091,20,Gange,
117,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,longevity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,117,16.372,0.525,20,26.419,0.744,20,Gange,
118,24,Gange and Brown,1989,Oecologia,2.902,figure 3,temperate,Capselia bursa-pastoris,herbaceous,annual,herbivore,Phyllopertha horticola,Coleoptera,7,young,chewer,generalist,JA_SA,controlled,distant,roots,leaves,longevity,herbivore,Aphis fabae,Hemiptera,adult,piercing-sucking,generalist,H,118,15.256,0.525,20,21.581,0.744,20,Gange,
119,25,Erb et al,2009,Plant Journal ,5.468,figure 1,tropical,Zea mays,herbaceous,annual,herbivore,Diabrotica virgifera,Coleoptera,0.14,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,growth,herbivore,Spodoptera littoralis,Lepidoptera,young,chewer,generalist,H,119,0.708,0.034,20,0.584,0.032,20,Erb,
120,25,Erb et al,2009,Plant Journal ,5.468,figure 1,tropical,Zea mays,herbaceous,annual,herbivore,Diabrotica virgifera,Coleoptera,0.57,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,damage,necrotrophic pathogen,Setosphaeria turcica,Pleosporales,NA,NA,specialist,H,120,0.4,0.023,10,0.187,0.017,10,Erb,
121,25,Erb et al,2009,Plant Journal ,5.468,figure 1,tropical,Zea mays,herbaceous,annual,herbivore,Diabrotica virgifera,Coleoptera,0.57,young,chewer,specialist,JA_JA,controlled,distant,roots,leaves,damage,necrotrophic pathogen,Setosphaeria turcica,Pleosporales,NA,NA,specialist,H,121,548.684,30.263,10,490.789,42.105,10,Erb,
122,26,Dalin and Bjorkman,2003,Oecologia,2.902,figure 2,temperate,Salix cinerea,woody,perennial,herbivore,Phratora vulgatissima,Coleoptera,NA,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,weight,herbivore,Phratora vulgatissima,Coleoptera,young,chewer,specialist,C,122,0.968,0.075,17,0.784,0.068,17,Dalin,
123,26,Dalin and Bjorkman,2003,Oecologia,2.902,figure 2,temperate,Salix cinerea,woody,perennial,herbivore,Phratora vulgatissima,Coleoptera,NA,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,herbivore,Phratora vulgatissima,Coleoptera,young,chewer,specialist,C,123,20.769,1.385,17,14.615,1.231,17,Dalin,
124,26,Dalin and Bjorkman,2003,Oecologia,2.902,figure 2,temperate,Salix cinerea,woody,perennial,herbivore,Phratora vulgatissima,Coleoptera,NA,young,chewer,specialist,JA_JA,controlled,local,leaves,leaves,damage,herbivore,Phratora vulgatissima,Coleoptera,young,chewer,specialist,C,124,22,1.833,17,15.167,1.667,17,Dalin,
125,27,Pangesti et al ,2015,Plant Biology,2.216,figure 1,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,1,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Mamestra brassicae,Lepidoptera,young,chewer,generalist,H,125,2.273,0.455,20,2.727,0.455,20,Pangesti,
126,27,Pangesti et al ,2015,Plant Biology,2.216,figure 1,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,2,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Mamestra brassicae,Lepidoptera,young,chewer,generalist,H,126,48.182,1.818,20,58.636,3.636,20,Pangesti,
127,27,Pangesti et al ,2015,Plant Biology,2.216,figure 1,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,1,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Pieris brassicae,Lepidoptera,young,chewer,specialist,H,127,13.636,0.909,20,10.455,0.909,20,Pangesti,
128,27,Pangesti et al ,2015,Plant Biology,2.216,figure 1,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,2,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Pieris brassicae,Lepidoptera,young,chewer,specialist,H,128,84.545,2.273,20,85.909,2.727,20,Pangesti,
129,27,Pangesti et al ,2015,Plant Biology,2.216,figure 4,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,1,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Mamestra brassicae,Lepidoptera,young,chewer,generalist,H,129,1.164,0.082,25,1.466,0.055,25,Pangesti,
130,27,Pangesti et al ,2015,Plant Biology,2.216,figure 4,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,1,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Mamestra brassicae,Lepidoptera,young,chewer,generalist,H,130,1.082,0.11,25,0.849,0.082,25,Pangesti,
131,27,Pangesti et al ,2015,Plant Biology,2.216,figure 4,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,1,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Mamestra brassicae,Lepidoptera,young,chewer,generalist,H,131,2.712,0.082,25,2.096,0.068,25,Pangesti,
132,27,Pangesti et al ,2015,Plant Biology,2.216,figure 4,temperate,Arabidopsis thaliana,herbaceous,annual,bacteria,Pseudomonas fluorescens,Pseudomonadales,1,NA,NA,generalist,JA_JA,controlled,distant,roots,leaves,weight,herbivore,Mamestra brassicae,Lepidoptera,young,chewer,generalist,H,132,1.822,0.082,25,1.329,0.074,25,Pangesti,
133,28,Whitehead and Poveda ,2011,Journal of Ecology,6.18,figure 1,tropical,Hamelia patens,woody,perennial,herbivore,Waldheimia interstitialis,Hymenoptera,1,young,chewer,specialist,JA_JA,field,distant,leaves,fruits,damage,herbivore,birds and others,NA,NA,NA,generalist,H,133,0.184,0.052,7,0.023,0.018,7,Whitehead,
134,29,Soler et al,2007,Oecologia,2.902,figure 1,temperate,Brassica nigra,herbaceous,annual,herbivore,Pieris brassicae,Lepidoptera,NA,young,chewer,specialist,JA_JA,controlled,distant,leaves,roots,survival,herbivore,Delia radicum,Diptera,young,chewer,specialist,H,134,32.043,2.796,36,9.892,3.011,36,Soler,
135,30,Soler et al,2010,"Entomologia, Experimentalis et Applicata",1.442,figure 2,temperate,Brassica nigra,herbaceous,annual,herbivore,Delia radicum,Diptera,1,young,chewer,specialist,JA_JA,controlled,distant,leaves,roots,proportion of plants with eggs,herbivore,Pieris brassicae,Lepidoptera,adult,chewer,specialist,H,135,0.274,0.052,5,0.087,0.035,5,Soler,
136,30,Soler et al,2010,"Entomologia, Experimentalis et Applicata",1.442,figure 2,temperate,Brassica nigra,herbaceous,annual,herbivore,Delia radicum,Diptera,1,young,chewer,specialist,JA_JA,controlled,distant,leaves,roots,proportion of plants with eggs,herbivore,Pieris brassicae,Lepidoptera,adult,chewer,specialist,H,136,0.344,0.029,5,0.274,0.035,5,Soler,
137,30,Soler et al,2010,"Entomologia, Experimentalis et Applicata",1.442,figure 2,temperate,Brassica nigra,herbaceous,annual,herbivore,Delia radicum,Diptera,1,young,chewer,specialist,JA_JA,controlled,distant,leaves,roots,number of eggs,herbivore,Pieris brassicae,Lepidoptera,adult,chewer,specialist,H,137,0.454,0.087,5,0.087,0.07,5,Soler,
138,30,Soler et al,2010,"Entomologia, Experimentalis et Applicata",1.442,figure 2,temperate,Brassica nigra,herbaceous,annual,herbivore,Delia radicum,Diptera,1,young,chewer,specialist,JA_JA,controlled,distant,leaves,roots,number of eggs,herbivore,Pieris brassicae,Lepidoptera,adult,chewer,specialist,H,138,0.443,0.064,5,0.285,0.058,5,Soler,
